dealUniqueId,fromCurrency,toCurrency,dealTimeStamp,dealAmount
DEALID93977,BDT,LRD,24-Apr-10,4032
DEALID93978,BGN,LSL,25-Apr-10,4032
DEALID93979,BHD,LYD,26-Apr-10,4032
DEALID93980,BIF,MAD,27-Apr-10,4032
DEALID93981,BMD,MDL,28-Apr-10,4032
DEALID93982,BND,MGA,29-Apr-10,4032
DEALID93983,BOB,MKD,30-Apr-10,4032
DEALID93984,BOV,MMK,01-May-10,4032
DEALID93985,BRL,MNT,02-May-10,4032
DEALID93986,BSD,MOP,03-May-10,4032
DEALID93987,BTN,MRO,04-May-10,4032
DEALID93988,BWP,MUR,05-May-10,4032
DEALID93989,BYN,MVR,06-May-10,4032
DEALID93990,BZD,MWK,07-May-10,4032
DEALID93991,CAD,MXN,08-May-10,4032
DEALID93992,CDF,MXV,09-May-10,4032
DEALID93993,CHE,MYR,10-May-10,4032
DEALID93994,CHF,MZN,11-May-10,4032
DEALID93995,CHW,NAD,12-May-10,4032
DEALID93996,CLF,NGN,13-May-10,4032
DEALID93997,CLP,NIO,14-May-10,4032
DEALID93998,CNY,NOK,15-May-10,4032
DEALID93999,COP,NPR,16-May-10,4032
DEALID94000,COU,NZD,17-May-10,4032
DEALID94001,CRC,OMR,18-May-10,4032
DEALID94002,CUC,PAB,19-May-10,4032
DEALID94003,CUP,PEN,20-May-10,4032
DEALID94004,CVE,PGK,21-May-10,4032
DEALID94005,CZK,PHP,22-May-10,4032
DEALID94006,DJF,PKR,23-May-10,4032
DEALID94007,DKK,PLN,24-May-10,4032
DEALID94008,DOP,PYG,25-May-10,4032
DEALID94009,DZD,QAR,26-May-10,4032
DEALID94010,EGP,RON,27-May-10,4032
DEALID94011,ERN,RSD,28-May-10,4032
DEALID94012,ETB,RUB,29-May-10,4032
DEALID94013,EUR,RWF,30-May-10,4032
DEALID94014,FJD,SAR,31-May-10,4032
DEALID94015,FKP,SBD,01-Jun-10,4032
DEALID94016,GBP,SCR,02-Jun-10,4032
DEALID94017,GEL,SDG,03-Jun-10,4032
DEALID94018,GHS,SEK,04-Jun-10,4032
DEALID94019,GIP,SGD,05-Jun-10,4032
DEALID94020,GMD,SHP,06-Jun-10,4032
DEALID94021,GNF,SLL,07-Jun-10,4032
DEALID94022,GTQ,SOS,08-Jun-10,4032
DEALID94023,GYD,SRD,09-Jun-10,4032
DEALID94024,HKD,SSP,10-Jun-10,4032
DEALID94025,HNL,STD,11-Jun-10,4032
DEALID94026,HRK,SVC,12-Jun-10,4032
DEALID94027,HTG,SYP,13-Jun-10,4032
DEALID94028,HUF,SZL,14-Jun-10,4032
DEALID94029,IDR,THB,15-Jun-10,4032
DEALID94030,ILS,TJS,16-Jun-10,4032
DEALID94031,INR,TMT,17-Jun-10,4032
DEALID94032,IQD,TND,18-Jun-10,4032
DEALID94033,IRR,TOP,19-Jun-10,4032
DEALID94034,ISK,TRY,20-Jun-10,4032
DEALID94035,JMD,TTD,21-Jun-10,4032
DEALID94036,JOD,TWD,22-Jun-10,4032
DEALID94037,JPY,TZS,23-Jun-10,4032
DEALID94038,KES,UAH,24-Jun-10,4032
DEALID94039,KGS,UGX,25-Jun-10,4032
DEALID94040,KHR,USD,26-Jun-10,4032
DEALID94041,KMF,USN,27-Jun-10,4032
DEALID94042,KPW,UYI,28-Jun-10,4032
DEALID94043,KRW,UYU,29-Jun-10,4032
DEALID94044,KWD,UZS,30-Jun-10,4032
DEALID94045,KYD,VEF,01-Jul-10,4032
DEALID94046,KZT,VND,02-Jul-10,4032
DEALID94047,LAK,VUV,03-Jul-10,4032
DEALID94048,LBP,WST,04-Jul-10,4032
DEALID94049,LKR,XAF,05-Jul-10,4032
DEALID94050,LRD,XAG,06-Jul-10,4032
DEALID94051,LSL,XAU,07-Jul-10,4032
DEALID94052,LYD,XBA,08-Jul-10,4032
DEALID94053,MAD,XBB,09-Jul-10,4032
DEALID94054,MDL,XBC,10-Jul-10,4032
DEALID94055,MGA,XBD,11-Jul-10,4032
DEALID94056,MKD,XCD,12-Jul-10,4032
DEALID94057,MMK,XDR,13-Jul-10,4032
DEALID94058,MNT,XOF,14-Jul-10,4032
DEALID94059,MOP,XPD,15-Jul-10,4032
DEALID94060,MRO,XPF,16-Jul-10,4032
DEALID94061,MUR,XPT,17-Jul-10,4032
DEALID94062,MVR,XSU,18-Jul-10,4032
DEALID94063,MWK,XTS,19-Jul-10,4032
DEALID94064,MXN,XUA,20-Jul-10,4032
DEALID94065,MXV,XXX,21-Jul-10,4032
DEALID94066,MYR,YER,22-Jul-10,4032
DEALID94067,MZN,ZAR,23-Jul-10,4032
DEALID94068,NAD,ZMW,24-Jul-10,4032
DEALID94069,NGN,ZWL,25-Jul-10,4032
DEALID94070,NIO,,26-Jul-10,4032
DEALID94071,NOK,,27-Jul-10,4032
DEALID94072,NPR,AED,28-Jul-10,4032
DEALID94073,NZD,AFN,29-Jul-10,4032
DEALID94074,OMR,ALL,30-Jul-10,4032
DEALID94075,PAB,AMD,31-Jul-10,4032
DEALID94076,PEN,ANG,01-Aug-10,4032
DEALID94077,PGK,AOA,02-Aug-10,4032
DEALID94078,PHP,ARS,03-Aug-10,4032
DEALID94079,PKR,AUD,04-Aug-10,4032
DEALID94080,PLN,AWG,05-Aug-10,4032
DEALID94081,PYG,AZN,06-Aug-10,4032
DEALID94082,QAR,BAM,07-Aug-10,4032
DEALID94083,RON,BBD,08-Aug-10,4032
DEALID94084,RSD,BDT,09-Aug-10,4032
DEALID94085,RUB,BGN,10-Aug-10,4032
DEALID94086,RWF,BHD,11-Aug-10,4032
DEALID94087,SAR,BIF,12-Aug-10,4032
DEALID94088,SBD,BMD,13-Aug-10,4032
DEALID94089,SCR,BND,14-Aug-10,4032
DEALID94090,SDG,BOB,15-Aug-10,4032
DEALID94091,SEK,BOV,16-Aug-10,4032
DEALID94092,SGD,BRL,17-Aug-10,4032
DEALID94093,SHP,BSD,18-Aug-10,4032
DEALID94094,SLL,BTN,19-Aug-10,4032
DEALID94095,SOS,BWP,20-Aug-10,4032
DEALID94096,SRD,BYN,21-Aug-10,4032
DEALID94097,SSP,BZD,22-Aug-10,4032
DEALID94098,STD,CAD,23-Aug-10,4032
DEALID94099,SVC,CDF,24-Aug-10,4032
DEALID94100,SYP,CHE,25-Aug-10,4032
DEALID94101,SZL,CHF,26-Aug-10,4032
DEALID94102,THB,CHW,27-Aug-10,4032
DEALID94103,TJS,CLF,28-Aug-10,4032
DEALID94104,TMT,CLP,29-Aug-10,4032
DEALID94105,TND,CNY,30-Aug-10,4032
DEALID94106,TOP,COP,31-Aug-10,4032
DEALID94107,TRY,COU,01-Sep-10,4032
DEALID94108,TTD,CRC,02-Sep-10,4032
DEALID94109,TWD,CUC,03-Sep-10,4032
DEALID94110,TZS,CUP,04-Sep-10,4032
DEALID94111,UAH,CVE,05-Sep-10,4032
DEALID94112,UGX,CZK,06-Sep-10,4032
DEALID94113,USD,DJF,07-Sep-10,4032
DEALID94114,USN,DKK,08-Sep-10,4032
DEALID94115,UYI,DOP,09-Sep-10,4032
DEALID94116,UYU,DZD,10-Sep-10,4032
DEALID94117,UZS,EGP,11-Sep-10,4032
DEALID94118,VEF,ERN,12-Sep-10,4032
DEALID94119,VND,ETB,13-Sep-10,4032
DEALID94120,VUV,EUR,14-Sep-10,4032
DEALID94121,WST,FJD,15-Sep-10,4032
DEALID94122,XAF,FKP,16-Sep-10,4032
DEALID94123,XAG,GBP,17-Sep-10,4032
DEALID94124,XAU,GEL,18-Sep-10,4032
DEALID94125,XBA,GHS,19-Sep-10,4032
DEALID94126,XBB,GIP,20-Sep-10,4032
DEALID94127,XBC,GMD,21-Sep-10,4032
DEALID94128,XBD,GNF,22-Sep-10,4032
DEALID94129,XCD,GTQ,23-Sep-10,4032
DEALID94130,XDR,GYD,24-Sep-10,4032
DEALID94131,XOF,HKD,25-Sep-10,4032
DEALID94132,XPD,HNL,26-Sep-10,4032
DEALID94133,XPF,HRK,27-Sep-10,4032
DEALID94134,XPT,HTG,28-Sep-10,4032
DEALID94135,XSU,HUF,29-Sep-10,4032
DEALID94136,XTS,IDR,30-Sep-10,4032
DEALID94137,XUA,ILS,01-Oct-10,4032
DEALID94138,XXX,INR,02-Oct-10,4032
DEALID94139,YER,IQD,03-Oct-10,4032
DEALID94140,ZAR,IRR,04-Oct-10,4032
DEALID94141,ZMW,ISK,05-Oct-10,4032
DEALID94142,ZWL,JMD,06-Oct-10,4032
DEALID94143,,JOD,07-Oct-10,4032
DEALID94144,,JPY,08-Oct-10,4032
DEALID94145,AED,KES,09-Oct-10,4032
DEALID94146,AFN,KGS,10-Oct-10,4032
DEALID94147,ALL,KHR,11-Oct-10,4032
DEALID94148,AMD,KMF,12-Oct-10,4032
DEALID94149,ANG,KPW,13-Oct-10,4032
DEALID94150,AOA,KRW,14-Oct-10,4032
DEALID94151,ARS,KWD,15-Oct-10,4032
DEALID94152,AUD,KYD,16-Oct-10,4032
DEALID94153,AWG,KZT,17-Oct-10,4032
DEALID94154,AZN,LAK,18-Oct-10,4032
DEALID94155,BAM,LBP,19-Oct-10,4032
DEALID94156,BBD,LKR,20-Oct-10,4032
DEALID94157,BDT,LRD,21-Oct-10,4032
DEALID94158,BGN,LSL,22-Oct-10,4032
DEALID94159,BHD,LYD,23-Oct-10,4032
DEALID94160,BIF,MAD,24-Oct-10,4032
DEALID94161,BMD,MDL,25-Oct-10,4032
DEALID94162,BND,MGA,26-Oct-10,4032
DEALID94163,BOB,MKD,27-Oct-10,4032
DEALID94164,BOV,MMK,28-Oct-10,4032
DEALID94165,BRL,MNT,29-Oct-10,4032
DEALID94166,BSD,MOP,30-Oct-10,4032
DEALID94167,BTN,MRO,31-Oct-10,4032
DEALID94168,BWP,MUR,01-Nov-10,4032
DEALID94169,BYN,MVR,02-Nov-10,4032
DEALID94170,BZD,MWK,03-Nov-10,4032
DEALID94171,CAD,MXN,04-Nov-10,4032
DEALID94172,CDF,MXV,05-Nov-10,4032
DEALID94173,CHE,MYR,06-Nov-10,4032
DEALID94174,CHF,MZN,07-Nov-10,4032
DEALID94175,CHW,NAD,08-Nov-10,4032
DEALID94176,CLF,NGN,09-Nov-10,4032
DEALID94177,CLP,NIO,10-Nov-10,4032
DEALID94178,CNY,NOK,11-Nov-10,4032
DEALID94179,COP,NPR,12-Nov-10,4032
DEALID94180,COU,NZD,13-Nov-10,4032
DEALID94181,CRC,OMR,14-Nov-10,4032
DEALID94182,CUC,PAB,15-Nov-10,4032
DEALID94183,CUP,PEN,16-Nov-10,4032
DEALID94184,CVE,PGK,17-Nov-10,4032
DEALID94185,CZK,PHP,18-Nov-10,4032
DEALID94186,DJF,PKR,19-Nov-10,4032
DEALID94187,DKK,PLN,20-Nov-10,4032
DEALID94188,DOP,PYG,21-Nov-10,4032
DEALID94189,DZD,QAR,22-Nov-10,4032
DEALID94190,EGP,RON,23-Nov-10,4032
DEALID94191,ERN,RSD,24-Nov-10,4032
DEALID94192,ETB,RUB,25-Nov-10,4032
DEALID94193,EUR,RWF,26-Nov-10,4032
DEALID94194,FJD,SAR,27-Nov-10,4032
DEALID94195,FKP,SBD,28-Nov-10,4032
DEALID94196,GBP,SCR,29-Nov-10,4032
DEALID94197,GEL,SDG,30-Nov-10,4032
DEALID94198,GHS,SEK,01-Dec-10,4032
DEALID94199,GIP,SGD,02-Dec-10,4032
DEALID94200,GMD,SHP,03-Dec-10,4032
DEALID94201,GNF,SLL,04-Dec-10,4032
DEALID94202,GTQ,SOS,05-Dec-10,4032
DEALID94203,GYD,SRD,06-Dec-10,4032
DEALID94204,HKD,SSP,07-Dec-10,4032
DEALID94205,HNL,STD,08-Dec-10,4032
DEALID94206,HRK,SVC,09-Dec-10,4032
DEALID94207,HTG,SYP,10-Dec-10,4032
DEALID94208,HUF,SZL,11-Dec-10,4032
DEALID94209,IDR,THB,12-Dec-10,4032
DEALID94210,ILS,TJS,13-Dec-10,4032
DEALID94211,INR,TMT,14-Dec-10,4032
DEALID94212,IQD,TND,15-Dec-10,4032
DEALID94213,IRR,TOP,16-Dec-10,4032
DEALID94214,ISK,TRY,17-Dec-10,4032
DEALID94215,JMD,TTD,18-Dec-10,4032
DEALID94216,JOD,TWD,19-Dec-10,4032
DEALID94217,JPY,TZS,20-Dec-10,4032
DEALID94218,KES,UAH,21-Dec-10,4032
DEALID94219,KGS,UGX,22-Dec-10,4032
DEALID94220,KHR,USD,23-Dec-10,4032
DEALID94221,KMF,USN,24-Dec-10,4032
DEALID94222,KPW,UYI,25-Dec-10,4032
DEALID94223,KRW,UYU,26-Dec-10,4032
DEALID94224,KWD,UZS,27-Dec-10,4032
DEALID94225,KYD,VEF,28-Dec-10,4032
DEALID94226,KZT,VND,29-Dec-10,4032
DEALID94227,LAK,VUV,30-Dec-10,4032
DEALID94228,LBP,WST,31-Dec-10,4032
DEALID94229,LKR,XAF,01-Jan-11,4032
DEALID94230,LRD,XAG,02-Jan-11,4032
DEALID94231,LSL,XAU,03-Jan-11,4032
DEALID94232,LYD,XBA,04-Jan-11,4032
DEALID94233,MAD,XBB,05-Jan-11,4032
DEALID94234,MDL,XBC,06-Jan-11,4032
DEALID94235,MGA,XBD,07-Jan-11,4032
DEALID94236,MKD,XCD,08-Jan-11,4032
DEALID94237,MMK,XDR,09-Jan-11,4032
DEALID94238,MNT,XOF,10-Jan-11,4032
DEALID94239,MOP,XPD,11-Jan-11,4032
DEALID94240,MRO,XPF,12-Jan-11,4032
DEALID94241,MUR,XPT,13-Jan-11,4032
DEALID94242,MVR,XSU,14-Jan-11,4032
DEALID94243,MWK,XTS,15-Jan-11,4032
DEALID94244,MXN,XUA,16-Jan-11,4032
DEALID94245,MXV,XXX,17-Jan-11,4032
DEALID94246,MYR,YER,18-Jan-11,4032
DEALID94247,MZN,ZAR,19-Jan-11,4032
DEALID94248,NAD,ZMW,20-Jan-11,4032
DEALID94249,NGN,ZWL,21-Jan-11,4032
DEALID94250,NIO,,22-Jan-11,4032
DEALID94251,NOK,AED,23-Jan-11,4032
DEALID94252,NPR,AFN,24-Jan-11,4032
DEALID94253,NZD,ALL,25-Jan-11,4032
DEALID94254,OMR,AMD,26-Jan-11,4032
DEALID94255,PAB,ANG,27-Jan-11,4032
DEALID94256,PEN,AOA,28-Jan-11,4032
DEALID94257,PGK,ARS,29-Jan-11,4032
DEALID94258,PHP,AUD,30-Jan-11,4032
DEALID94259,PKR,AWG,31-Jan-11,4032
DEALID94260,PLN,AZN,01-Feb-11,4032
DEALID94261,PYG,BAM,02-Feb-11,4032
DEALID94262,QAR,BBD,03-Feb-11,4032
DEALID94263,RON,BDT,04-Feb-11,4032
DEALID94264,RSD,BGN,05-Feb-11,4032
DEALID94265,RUB,BHD,06-Feb-11,4032
DEALID94266,RWF,BIF,07-Feb-11,4032
DEALID94267,SAR,BMD,08-Feb-11,4032
DEALID94268,SBD,BND,09-Feb-11,4032
DEALID94269,SCR,BOB,10-Feb-11,4032
DEALID94270,SDG,BOV,11-Feb-11,4032
DEALID94271,SEK,BRL,12-Feb-11,4032
DEALID94272,SGD,BSD,13-Feb-11,4032
DEALID94273,SHP,BTN,14-Feb-11,4032
DEALID94274,SLL,BWP,15-Feb-11,4032
DEALID94275,SOS,BYN,16-Feb-11,4032
DEALID94276,SRD,BZD,17-Feb-11,4032
DEALID94277,SSP,CAD,18-Feb-11,4032
DEALID94278,STD,CDF,19-Feb-11,4032
DEALID94279,SVC,CHE,20-Feb-11,4032
DEALID94280,SYP,CHF,21-Feb-11,4032
DEALID94281,SZL,CHW,22-Feb-11,4032
DEALID94282,THB,CLF,23-Feb-11,4032
DEALID94283,TJS,CLP,24-Feb-11,4032
DEALID94284,TMT,CNY,25-Feb-11,4032
DEALID94285,TND,COP,26-Feb-11,4032
DEALID94286,TOP,COU,27-Feb-11,4032
DEALID94287,TRY,CRC,28-Feb-11,4032
DEALID94288,TTD,CUC,01-Mar-11,4032
DEALID94289,TWD,CUP,02-Mar-11,4032
DEALID94290,TZS,CVE,03-Mar-11,4032
DEALID94291,UAH,CZK,04-Mar-11,4032
DEALID94292,UGX,DJF,05-Mar-11,4032
DEALID94293,USD,DKK,06-Mar-11,4032
DEALID94294,USN,DOP,07-Mar-11,4032
DEALID94295,UYI,DZD,08-Mar-11,4032
DEALID94296,UYU,EGP,09-Mar-11,4032
DEALID94297,UZS,ERN,10-Mar-11,4032
DEALID94298,VEF,ETB,11-Mar-11,4032
DEALID94299,VND,EUR,12-Mar-11,4032
DEALID94300,VUV,FJD,13-Mar-11,4032
DEALID94301,WST,FKP,14-Mar-11,4032
DEALID94302,XAF,GBP,15-Mar-11,4032
DEALID94303,XAG,GEL,16-Mar-11,4032
DEALID94304,XAU,GHS,17-Mar-11,4032
DEALID94305,XBA,GIP,18-Mar-11,4032
DEALID94306,XBB,GMD,19-Mar-11,4032
DEALID94307,XBC,GNF,20-Mar-11,4032
DEALID94308,XBD,GTQ,21-Mar-11,4032
DEALID94309,XCD,GYD,22-Mar-11,4032
DEALID94310,XDR,HKD,23-Mar-11,4032
DEALID94311,XOF,HNL,24-Mar-11,4032
DEALID94312,XPD,HRK,25-Mar-11,4032
DEALID94313,XPF,HTG,26-Mar-11,4032
DEALID94314,XPT,HUF,27-Mar-11,4032
DEALID94315,XSU,IDR,28-Mar-11,4032
DEALID94316,XTS,ILS,29-Mar-11,4032
DEALID94317,XUA,INR,30-Mar-11,4032
DEALID94318,XXX,IQD,31-Mar-11,4032
DEALID94319,YER,IRR,01-Apr-11,4032
DEALID94320,ZAR,ISK,02-Apr-11,4032
DEALID94321,ZMW,JMD,03-Apr-11,4032
DEALID94322,ZWL,JOD,04-Apr-11,4032
DEALID94323,AED,JPY,05-Apr-11,4032
DEALID94324,AFN,KES,06-Apr-11,4032
DEALID94325,ALL,KGS,07-Apr-11,4032
DEALID94326,AMD,KHR,08-Apr-11,4032
DEALID94327,ANG,KMF,09-Apr-11,4032
DEALID94328,AOA,KPW,10-Apr-11,4032
DEALID94329,ARS,KRW,11-Apr-11,4032
DEALID94330,AUD,KWD,12-Apr-11,4032
DEALID94331,AWG,KYD,13-Apr-11,4032
DEALID94332,AZN,KZT,14-Apr-11,4032
DEALID94333,BAM,LAK,15-Apr-11,4032
DEALID94334,BBD,LBP,16-Apr-11,4032
DEALID94335,BDT,LKR,17-Apr-11,4032
DEALID94336,BGN,LRD,18-Apr-11,4032
DEALID94337,BHD,LSL,19-Apr-11,4032
DEALID94338,BIF,LYD,20-Apr-11,4032
DEALID94339,BMD,MAD,21-Apr-11,4032
DEALID94340,BND,MDL,22-Apr-11,4032
DEALID94341,BOB,MGA,23-Apr-11,4032
DEALID94342,BOV,MKD,24-Apr-11,4032
DEALID94343,BRL,MMK,25-Apr-11,4032
DEALID94344,BSD,MNT,26-Apr-11,4032
DEALID94345,BTN,MOP,27-Apr-11,4032
DEALID94346,BWP,MRO,28-Apr-11,4032
DEALID94347,BYN,MUR,29-Apr-11,4032
DEALID94348,BZD,MVR,30-Apr-11,4032
DEALID94349,CAD,MWK,01-May-11,4032
DEALID94350,CDF,MXN,02-May-11,4032
DEALID94351,CHE,MXV,03-May-11,4032
DEALID94352,CHF,MYR,04-May-11,4032
DEALID94353,CHW,MZN,05-May-11,4032
DEALID94354,CLF,NAD,06-May-11,4032
DEALID94355,CLP,NGN,07-May-11,4032
DEALID94356,CNY,NIO,08-May-11,4032
DEALID94357,COP,NOK,09-May-11,4032
DEALID94358,COU,NPR,10-May-11,4032
DEALID94359,CRC,NZD,11-May-11,4032
DEALID94360,CUC,OMR,12-May-11,4032
DEALID94361,CUP,PAB,13-May-11,4032
DEALID94362,CVE,PEN,14-May-11,4032
DEALID94363,CZK,PGK,15-May-11,4032
DEALID94364,DJF,PHP,16-May-11,4032
DEALID94365,DKK,PKR,17-May-11,4032
DEALID94366,DOP,PLN,18-May-11,4032
DEALID94367,DZD,PYG,19-May-11,4032
DEALID94368,EGP,QAR,20-May-11,4032
DEALID94369,ERN,RON,21-May-11,4032
DEALID94370,ETB,RSD,22-May-11,4032
DEALID94371,EUR,RUB,23-May-11,4032
DEALID94372,FJD,RWF,24-May-11,4032
DEALID94373,FKP,SAR,25-May-11,4032
DEALID94374,GBP,SBD,26-May-11,4032
DEALID94375,GEL,SCR,27-May-11,4032
DEALID94376,GHS,SDG,28-May-11,4032
DEALID94377,GIP,SEK,29-May-11,4032
DEALID94378,GMD,SGD,30-May-11,4032
DEALID94379,GNF,SHP,31-May-11,4032
DEALID94380,GTQ,SLL,01-Jun-11,4032
DEALID94381,GYD,SOS,02-Jun-11,4032
DEALID94382,HKD,SRD,03-Jun-11,4032
DEALID94383,HNL,SSP,04-Jun-11,4032
DEALID94384,HRK,STD,05-Jun-11,4032
DEALID94385,HTG,SVC,06-Jun-11,4032
DEALID94386,HUF,SYP,07-Jun-11,4032
DEALID94387,IDR,SZL,08-Jun-11,4032
DEALID94388,ILS,THB,09-Jun-11,4032
DEALID94389,INR,TJS,10-Jun-11,4032
DEALID94390,IQD,TMT,11-Jun-11,4032
DEALID94391,IRR,TND,12-Jun-11,4032
DEALID94392,ISK,TOP,13-Jun-11,4032
DEALID94393,JMD,TRY,14-Jun-11,4032
DEALID94394,JOD,TTD,15-Jun-11,4032
DEALID94395,JPY,TWD,16-Jun-11,4032
DEALID94396,KES,TZS,17-Jun-11,4032
DEALID94397,KGS,UAH,18-Jun-11,4032
DEALID94398,KHR,UGX,19-Jun-11,4032
DEALID94399,KMF,USD,20-Jun-11,4032
DEALID94400,KPW,USN,21-Jun-11,4032
DEALID94401,KRW,UYI,22-Jun-11,4032
DEALID94402,KWD,UYU,23-Jun-11,4032
DEALID94403,KYD,UZS,24-Jun-11,4032
DEALID94404,KZT,VEF,25-Jun-11,4032
DEALID94405,LAK,VND,26-Jun-11,4032
DEALID94406,LBP,VUV,27-Jun-11,4032
DEALID94407,LKR,WST,28-Jun-11,4032
DEALID94408,LRD,XAF,29-Jun-11,4032
DEALID94409,LSL,XAG,30-Jun-11,4032
DEALID94410,LYD,XAU,01-Jul-11,4032
DEALID94411,MAD,XBA,02-Jul-11,4032
DEALID94412,MDL,XBB,03-Jul-11,4032
DEALID94413,MGA,XBC,04-Jul-11,4032
DEALID94414,MKD,XBD,05-Jul-11,4032
DEALID94415,MMK,XCD,06-Jul-11,4032
DEALID94416,MNT,XDR,07-Jul-11,4032
DEALID94417,MOP,XOF,08-Jul-11,4032
DEALID94418,MRO,XPD,09-Jul-11,4032
DEALID94419,MUR,XPF,10-Jul-11,4032
DEALID94420,MVR,XPT,11-Jul-11,4032
DEALID94421,MWK,XSU,12-Jul-11,4032
DEALID94422,MXN,XTS,13-Jul-11,4032
DEALID94423,MXV,XUA,14-Jul-11,4032
DEALID94424,MYR,XXX,15-Jul-11,4032
DEALID94425,MZN,YER,16-Jul-11,4032
DEALID94426,NAD,ZAR,17-Jul-11,4032
DEALID94427,NGN,ZMW,18-Jul-11,4032
DEALID94428,NIO,ZWL,19-Jul-11,4032
DEALID94429,NOK,,20-Jul-11,4032
DEALID94430,NPR,AED,21-Jul-11,4032
DEALID94431,NZD,AFN,22-Jul-11,4032
DEALID94432,OMR,ALL,23-Jul-11,4032
DEALID94433,PAB,AMD,24-Jul-11,4032
DEALID94434,PEN,ANG,25-Jul-11,4032
DEALID94435,PGK,AOA,26-Jul-11,4032
DEALID94436,PHP,ARS,27-Jul-11,4032
DEALID94437,PKR,AUD,28-Jul-11,4032
DEALID94438,PLN,AWG,29-Jul-11,4032
DEALID94439,PYG,AZN,30-Jul-11,4032
DEALID94440,QAR,BAM,31-Jul-11,4032
DEALID94441,RON,BBD,01-Aug-11,4032
DEALID94442,RSD,BDT,02-Aug-11,4032
DEALID94443,RUB,BGN,03-Aug-11,4032
DEALID94444,RWF,BHD,04-Aug-11,4032
DEALID94445,SAR,BIF,05-Aug-11,4032
DEALID94446,SBD,BMD,06-Aug-11,4032
DEALID94447,SCR,BND,07-Aug-11,4032
DEALID94448,SDG,BOB,08-Aug-11,4032
DEALID94449,SEK,BOV,09-Aug-11,4032
DEALID94450,SGD,BRL,10-Aug-11,4032
DEALID94451,SHP,BSD,11-Aug-11,4032
DEALID94452,SLL,BTN,12-Aug-11,4032
DEALID94453,SOS,BWP,13-Aug-11,4032
DEALID94454,SRD,BYN,14-Aug-11,4032
DEALID94455,SSP,BZD,15-Aug-11,4032
DEALID94456,STD,CAD,16-Aug-11,4032
DEALID94457,SVC,CDF,17-Aug-11,4032
DEALID94458,SYP,CHE,18-Aug-11,4032
DEALID94459,SZL,CHF,19-Aug-11,4032
DEALID94460,THB,CHW,20-Aug-11,4032
DEALID94461,TJS,CLF,21-Aug-11,4032
DEALID94462,TMT,CLP,22-Aug-11,4032
DEALID94463,TND,CNY,23-Aug-11,4032
DEALID94464,TOP,COP,24-Aug-11,4032
DEALID94465,TRY,COU,25-Aug-11,4032
DEALID94466,TTD,CRC,26-Aug-11,4032
DEALID94467,TWD,CUC,27-Aug-11,4032
DEALID94468,TZS,CUP,28-Aug-11,4032
DEALID94469,UAH,CVE,29-Aug-11,4032
DEALID94470,UGX,CZK,30-Aug-11,4032
DEALID94471,USD,DJF,31-Aug-11,4032
DEALID94472,USN,DKK,01-Sep-11,4032
DEALID94473,UYI,DOP,02-Sep-11,4032
DEALID94474,UYU,DZD,03-Sep-11,4032
DEALID94475,UZS,EGP,04-Sep-11,4032
DEALID94476,VEF,ERN,05-Sep-11,4032
DEALID94477,VND,ETB,06-Sep-11,4032
DEALID94478,VUV,EUR,07-Sep-11,4032
DEALID94479,WST,FJD,15-May-20,4032
DEALID94480,XAF,FKP,01-May-00,4032
DEALID94481,XAG,GBP,06-Sep-11,4032
DEALID94482,XAU,GEL,,4032
DEALID94483,XBA,GHS,06-Sep-11,4032
DEALID94484,XBB,GIP,,4032
DEALID94485,XBC,GMD,12-Sep-11,4032
DEALID94486,XBD,GNF,12-Sep-11,4032
DEALID94487,XCD,GTQ,07-Sep-11,4032
DEALID94488,XDR,GYD,08-Sep-11,4032
DEALID94489,XOF,HKD,09-Sep-11,4032
DEALID94490,XPD,HNL,10-Sep-11,4032
DEALID94491,XPF,HRK,11-Sep-11,4032
DEALID94492,XPT,HTG,12-Sep-11,4032
DEALID94493,XSU,HUF,13-Sep-11,4032
DEALID94494,XTS,IDR,14-Sep-11,4032
DEALID94495,XUA,ILS,15-Sep-11,4032
DEALID94496,XXX,INR,16-Sep-11,4032
DEALID94497,YER,IQD,17-Sep-11,4032
DEALID94498,ZAR,IRR,18-Sep-11,4032
DEALID94499,ZMW,ISK,19-Sep-11,4032
DEALID94500,ZWL,JMD,20-Sep-11,4032
DEALID94501,,JOD,21-Sep-11,4032
DEALID94502,AED,JPY,22-Sep-11,4032
DEALID94503,AFN,KES,23-Sep-11,4032
DEALID94504,ALL,KGS,24-Sep-11,4032
DEALID94505,AMD,KHR,25-Sep-11,4032
DEALID94506,ANG,KMF,26-Sep-11,4032
DEALID94507,AOA,KPW,27-Sep-11,4032
DEALID94508,ARS,KRW,28-Sep-11,4032
DEALID94509,AUD,KWD,29-Sep-11,4032
DEALID94510,AWG,KYD,30-Sep-11,4032
DEALID94511,AZN,KZT,01-Oct-11,4032
DEALID94512,BAM,LAK,02-Oct-11,4032
DEALID94513,BBD,LBP,03-Oct-11,4032
DEALID94514,BDT,LKR,04-Oct-11,4032
DEALID94515,BGN,LRD,05-Oct-11,4032
DEALID94516,BHD,LSL,06-Oct-11,4032
DEALID94517,BIF,LYD,07-Oct-11,4032
DEALID94518,BMD,MAD,08-Oct-11,4032
DEALID94519,BND,MDL,09-Oct-11,4032
DEALID94520,BOB,MGA,10-Oct-11,4032
DEALID94521,BOV,MKD,11-Oct-11,4032
